date,code,action,price,shares
2006-02-07,990,BUY,2.41141497597,26600
2006-02-07,802,BUY,2.1325572268,30100
2006-02-07,514,BUY,1.9313828534,33200
2006-02-07,2033,BUY,1.7900517134499998,35800
2006-02-07,888,BUY,2.5403911533,25200
2006-05-09,807,SELL,3.20055889734,29400
2006-05-09,422,SELL,2.21110646022,3300
2006-05-09,600085,SELL,4.19351126103,900
2006-05-09,541,SELL,1.50622560666,3200
2006-05-09,571,SELL,2.0530224225,1900
2006-05-09,600876,SELL,3.43656,1400
2006-05-09,600583,SELL,3.50462850336,2200
2006-05-09,88,SELL,3.12407861418,1300
2006-05-09,498,SELL,1.38694234932,1800
2006-05-09,802,SELL,2.7579987405,30100
2006-05-09,600676,SELL,1.49789278782,3400
2006-05-09,617,SELL,9.0706930272,600
2006-05-09,600500,SELL,2.23756643376,2400
2006-05-09,823,SELL,3.73510413702,16900
2006-05-09,600873,SELL,0.77939044938,6500
2006-05-09,567,SELL,0.60345236358,9400
2006-05-09,63,SELL,5.72880133413,900
2006-05-09,951,SELL,2.27593684494,2400
2006-05-09,600,SELL,2.67975190566,1400
2006-05-09,600619,SELL,4.38984811764,700
2006-05-09,600390,SELL,1.40885614359,3400
2006-05-09,600521,SELL,1.82539741536,2800
2006-05-09,758,SELL,2.57930410401,3300
2006-05-09,600308,SELL,2.23396616763,2700
2006-05-09,875,SELL,2.85452373888,2100
2006-05-09,2033,SELL,2.19458298024,35800
2006-05-09,960,SELL,4.006993495500001,1300
2006-05-09,600874,SELL,2.3531558886000004,1100
2006-05-09,729,SELL,3.69685349595,2200
2006-05-09,600320,SELL,4.55845403295,2100
2006-05-09,600508,SELL,3.50757988902,2100
2006-05-09,728,SELL,1.36283376204,3200
2006-05-09,900,SELL,1.6090101792,3500
2006-05-09,829,SELL,2.17694683404,4600
2006-05-09,912,SELL,6.349819404420001,800
2006-05-09,59,SELL,3.26077596,900
2006-05-09,600801,SELL,0.797968233,6800
2006-05-09,409,SELL,1.56246506091,3500
2006-05-09,600540,SELL,2.87708745258,25700
2006-05-09,731,SELL,4.01450873274,1400
2006-05-09,600651,SELL,5.3965776204,800
2006-05-09,600643,SELL,1.9937161881,3900
2006-05-09,70,SELL,1.718341938,9000
2006-05-09,983,SELL,1.3765494326399998,6300
2006-05-09,600038,SELL,7.966341154529999,900
2006-05-09,886,SELL,2.68932798,2700
2006-05-09,600408,SELL,2.412033552,2100
2006-05-09,968,SELL,3.01814607276,900
2006-05-09,159,SELL,1.92282676848,2900
2006-05-09,600655,SELL,2.07967561263,36200
2006-05-09,600026,SELL,4.70585705238,1200
2006-05-09,600744,SELL,3.29945888835,2100
2006-05-09,600125,SELL,2.62730620386,2600
2006-05-09,990,SELL,2.58988234518,26600
2006-05-09,600075,SELL,3.64205171259,2300
2006-05-09,514,SELL,2.1447097434,33200
2006-05-09,926,SELL,2.42479479798,1500
2006-05-09,423,SELL,6.3981121833,1200
2006-05-09,888,SELL,3.11945214528,25200
2006-05-09,768,BUY,2.4698237563999994,5300
2006-05-09,600036,BUY,2.64687149727,5000
2006-05-09,600071,BUY,3.9175492356,3300
2006-05-09,600033,BUY,1.6203362174999998,8200
2006-05-09,6,BUY,1.0311017716999995,12800
2006-05-09,963,BUY,1.421058639,9300
2006-05-09,880,BUY,1.46591009565,9000
2006-05-09,600995,BUY,2.44854635025,5400
2006-05-09,157,BUY,0.5973435467999999,22200
2006-05-09,937,BUY,0.93035528586,14200
2006-05-09,547,BUY,0.7728102982599999,17100
2006-05-09,755,BUY,4.590246580919999,2800
2006-05-09,919,BUY,2.9686242986399995,4400
2006-05-09,2017,BUY,1.3710511815,9600
2006-05-09,600622,BUY,0.9380021651,14100
2006-05-09,600748,BUY,2.0772837085,6300
2006-05-09,11,BUY,3.41868378852,3800
2006-05-09,600015,BUY,1.5046867836,8800
2006-05-09,600547,BUY,1.7373077521799998,7600
2006-05-09,600596,BUY,2.17260524481,6100
2006-05-09,599,BUY,2.33428841646,5600
2006-05-09,600056,BUY,1.3752391653,9600
2006-05-09,600016,BUY,0.8165669011499999,16200
2006-05-09,600019,BUY,1.7937624704999997,7400
2006-05-09,636,BUY,3.10653959616,4200
2006-05-09,600276,BUY,0.85015734804,15600
2006-05-09,90,BUY,0.91039166218,14500
2006-05-09,558,BUY,0.6879223150799999,19300
2006-05-09,600376,BUY,0.9896634747999998,13400
2006-05-09,537,BUY,2.5318068776,5200
2006-05-09,600161,BUY,1.91255301237,6900
2006-05-09,600779,BUY,3.98420790768,3300
2006-05-09,600331,BUY,7.430964500959999,1700
2006-05-09,99,BUY,4.756627675799999,2700
2006-05-09,9,BUY,1.26180441387,10500
2006-05-09,600131,BUY,3.9377843505,3300
2006-05-09,600350,BUY,1.4968970216199995,8800
2006-05-09,797,BUY,1.1450471031999998,11600
2006-05-09,600351,BUY,0.7980767694899998,16600
2006-05-09,709,BUY,1.2325355242199998,10700
