date,cash,stock_value,total_value,close,ma120,ma250,target_position,overlay_total,overlay_stock,overlay_cash
2005-01-21,612323.5806641986,386415.3339779998,998738.9146421984,982.604,1054.0917333333334,1158.1371199999999,0.3,998738.9146421984,299621.6743926595,699117.2402495388
2005-01-24,612323.5806641986,394743.252706,1007066.8333701984,998.133,1053.3372000000002,1156.9569159999999,0.3,1007066.8333701984,302120.0500110595,704946.7833591389
2005-01-25,612323.5806641986,392124.219891,1004447.8005551988,997.775,1052.6474083333333,1155.836172,0.3,1004447.8005551988,301334.3401665596,703113.4603886392
2005-01-26,612323.5806641986,388664.0138649999,1000987.5945291984,989.928,1051.9502833333333,1154.7014199999999,0.3,1000987.5945291984,300296.2783587595,700691.3161704389
2005-01-27,612323.5806641986,381724.135932,994047.7165961984,974.631,1050.87595,1153.4627600000001,0.3,994047.7165961984,298214.3149788595,695833.4016173389
2005-01-28,612323.5806641986,374951.94996100006,987275.5306251989,969.209,1049.8792416666665,1152.091808,0.3,987275.5306251989,296182.6591875596,691092.8714376392
2005-01-31,612323.5806641986,362627.60251899983,974951.1831831984,954.879,1048.7678916666666,1150.785988,0.3,974951.1831831984,292485.35495495953,682465.828228239
2005-02-01,402176.1012494244,569184.6622450001,971360.7634944244,955.951,1047.621825,1149.380724,0.3,971360.7634944244,291408.2290483273,679952.5344460971
2005-02-02,402176.1012494244,599807.7756650001,1001983.8769144244,1006.913,1046.8578833333333,1148.124392,0.3,1001983.8769144244,300595.1630743273,701388.7138400971
2005-02-03,402176.1012494244,590195.0461520002,992371.1474014246,993.215,1046.0840333333333,1146.701796,0.3,992371.1474014246,297711.3442204274,694659.8031809973
2005-02-04,402176.1012494244,599854.6685029999,1002030.7697524244,1016.858,1045.6010416666666,1145.353824,0.3,1002030.7697524244,300609.23092572734,701421.538826697
2005-02-16,402176.1012494244,606128.7341370002,1008304.8353864246,1023.584,1045.1538666666668,1144.0592759999997,0.3,1008304.8353864246,302491.45061592734,705813.3847704972
2005-02-17,402176.1012494244,607687.0361630002,1009863.1374124244,1020.606,1044.7622833333332,1142.6663360000002,0.3,1009863.1374124244,302958.9412237273,706904.1961886971
2005-02-18,402176.1012494244,599183.6091099998,1001359.7103594242,1006.055,1044.2084916666668,1141.238308,0.3,1001359.7103594242,300407.91310782725,700951.797251597
