code,buy_date,sell_date,shares,avg_cost,sell_price,loss_amount,return,holding_days,max_position_value,name,industry,contribution
600685,2022-11-01,2023-05-05 00:00:00,1100,101.65037890370999,25.59106747584,-83665.242570657,-0.7482442490442504,185,65844.817740702,中船防务,船舶,0.0010788090552860557
000960,2017-05-03,2018-05-03 00:00:00,5300,29.041962838190187,13.30136180352,-83425.185483752,-0.5419950821633617,365,58948.55494528,锡业股份,小金属,0.0010757136748009036
000882,2015-05-05,2016-05-04 00:00:00,10400,12.396365094093749,4.40027779752,-83159.307884367,-0.6450348336693864,365,67584.154085448,华联股份,其他商业,0.0010722853555490707
002073,2021-05-07,2021-11-02 00:00:00,15000,12.569030392385132,7.0261524144,-83143.16966977698,-0.44099487430177986,179,72911.76244352,软控股份,专用机械,0.0010720772637357809
000799,2015-05-05,2015-11-03 00:00:00,3900,35.861040772736665,14.54572113858,-83129.746573211,-0.5943865313123211,182,66862.31489437498,酒鬼酒,白酒,0.001071904181608957
300513,2023-05-05,2023-11-01 00:00:00,5300,28.161668719146224,12.56368309065,-82669.32383102998,-0.5538729179741984,180,68305.646514105,恒实科技,软件服务,0.0010659673288817922
002378,2021-05-07,2021-11-02 00:00:00,6700,18.34369373254328,6.03296924175,-82481.85408831498,-0.6711148076438391,179,63821.04438709999,章源钨业,小金属,0.0010635500281028902
600515,2015-11-03,2016-11-01 00:00:00,2500,41.5951778398156,8.650771698869999,-82361.015352364,-0.79202464929506,364,93837.74399999999,海南机场,机场,0.0010619918909533666
600313,2022-11-01,2023-02-01 00:00:00,3200,36.82359896121156,11.12931838116,-82221.697856165,-0.6977666850846611,92,38385.93469711,农发种业,种植业,0.0010601954821718785
300289,2022-05-06,2022-11-01 00:00:00,2800,35.604873012279995,6.24043204128,-82220.43471879998,-0.8247309563742105,179,83302.70231483199,利德曼,医疗保健,0.0010601791948345615
000975,2024-05-07,2024-11-01 00:00:00,3800,38.84290202397869,17.353025604,-81661.53039591902,-0.5532510523212826,178,67812.2445,山金国际,黄金,0.001052972485978691
600408,2018-11-01,2019-05-07 00:00:00,4800,19.709186079082496,2.6973000000000003,-81657.05317959597,-0.8631450335301941,187,38339.30099999999,安泰集团,焦炭加工,0.0010529147551771852
300603,2024-11-01,2025-05-07 00:00:00,3200,36.39341951245,10.92906,-81485.95043984,-0.6996968093019886,187,82889.40643984,立昂技术,通信设备,0.0010507084962892474
000932,2017-11-01,2018-05-03 00:00:00,16800,9.364962900865,4.515020090369999,-81479.03921631603,-0.5178816896377703,183,73274.031806976,华菱钢铁,普钢,0.0010506193805430704
600343,2015-05-05,2015-11-03 00:00:00,2600,57.23225473965999,25.89455856096,-81478.01006461999,-0.5475530593936926,182,67615.364985168,航天动力,机械基件,0.001050606110299241
300011,2023-05-05,2023-11-01 00:00:00,9200,15.779928693441954,6.93306,-81391.191979666,-0.560640600177025,180,68055.98799999998,鼎汉技术,运输设备,0.0010494866473856916
002480,2016-11-01,2017-05-03 00:00:00,6200,21.99978006839516,8.88621714774,-81304.090108062,-0.596077000764843,183,74717.96790457999,新筑股份,运输设备,0.0010483635252272947
600391,2025-05-07,2025-11-03 00:00:00,2400,60.45082228894041,26.62335,-81185.93349345699,-0.5595866360138695,180,61069.007999999994,航发科技,航空,0.0010468399722934683
600604,2016-05-04,2017-05-03 00:00:00,2400,41.252839743115004,7.575309627479999,-80826.07227752401,-0.8163687718311732,364,34793.995811575,市北高新,园区开发,0.0010421997952442367
000936,2019-05-07,2019-11-01 00:00:00,4700,23.722030734316807,6.5325924684,-80790.35984980899,-0.7246191718759638,178,67099.20219502499,华西股份,化纤,0.0010417393066444137
000888,2010-05-05,2010-11-02 00:00:00,1700,55.713668128942345,8.33264019882,-80547.74748120799,-0.8504381334301101,181,64379.18232345599,峨眉山A,旅游景点,0.0010386109774586099
601949,2023-05-05,2023-11-01 00:00:00,6400,20.664935223588905,8.10554481153,-80380.098637177,-0.6077633574056613,180,68067.502286784,中国出版,出版业,0.0010364492543165759
002640,2016-11-01,2017-05-03 00:00:00,3700,38.26124868782432,16.58404173762,-80205.66571575598,-0.566557749514917,183,73787.88287870999,跨境通,互联网,0.0010342000548953219
600189,2013-11-01,2014-05-06 00:00:00,4600,22.472868138372828,5.1107976864,-79865.524079075,-0.7725791983946535,186,76933.95941731501,泉阳泉,软饮料,0.0010298141490345772
000525,2017-11-01,2018-05-03 00:00:00,3900,37.19552380749333,16.76990578752,-79659.910277896,-0.5491418302290028,183,72348.79134483001,红太阳,农药化肥,0.0010271628923861982
600359,2021-11-02,2022-05-06 00:00:00,4400,26.425489999999996,8.3916,-79349.11599999998,-0.682442974567359,185,55145.08999999999,新农开发,种植业,0.0010231554016884672
300308,2017-11-01,2019-05-07 00:00:00,3000,48.89706848025999,22.5250258266,-79116.12796097997,-0.5393379086581954,552,74118.19531115999,中际旭创,通信设备,0.0010201511719922962
002903,2025-05-07,2025-11-03 00:00:00,2900,50.52055306781242,23.25672,-79065.11589665602,-0.5396582462432049,180,83826.5972544,宇环数控,机床制造,0.0010194934044985243
300283,2016-11-01,2017-05-03 00:00:00,7500,18.209558166799997,7.670998982339999,-79039.19388344999,-0.5787377753994105,183,74516.58434219999,温州宏丰,电气设备,0.0010191591569457931
600010,2015-05-05,2015-11-03 00:00:00,13900,8.369261085004963,2.69976850902,-78805.94680619099,-0.6774185341335424,182,67545.99150499198,包钢股份,普钢,0.0010161515871194879
300144,2023-05-05,2024-05-07 00:00:00,5400,24.488565557752597,9.89874970164,-78785.00562300802,-0.5957807459854974,368,68439.05912844,宋城演艺,旅游景点,0.0010158815641403863
600215,2019-05-07,2019-11-01 00:00:00,5500,20.767535997389995,6.4488807639,-78752.60378419497,-0.6894729945473321,178,74697.91768939499,派斯林,专用机械,0.0010154637634379033
600135,2013-05-03,2013-11-01 00:00:00,4100,26.961414816433653,7.76256355611,-78715.29016732698,-0.7120861939567606,182,36918.133858605994,乐凯胶片,塑料,0.0010149826285421467
600011,2024-05-07,2024-08-01 00:00:00,8100,16.72780765161679,7.0599786543,-78309.41487826599,-0.5779495555343959,86,67811.15899958399,华能国际,火力发电,0.0010097491298549702
603829,2026-05-07,2018-10-18,3900,28.690403641899994,8.62597034,-78251.28987740999,-0.6993430121212212,-2758,111892.57420340998,洛凯股份,电气设备,0.0010089996456565707
002407,2025-11-03,2026-05-07 00:00:00,3300,60.990736333799994,37.310822429400005,-78143.71588451996,-0.3882542715142955,185,91493.93661408,多氟多,化工原料,0.0010076125487680984
300380,2024-11-01,2025-05-07 00:00:00,700,160.80531960778998,49.59482398155,-77847.34693836798,-0.6915846807648305,187,82020.53564705,安硕信息,软件服务,0.0010037910633699735
600798,2017-05-03,2017-11-01 00:00:00,11000,12.822145250823997,5.7473693075700005,-77822.53537579396,-0.5517622679246552,182,67008.41391644398,宁波海运,水运,0.0010034711343581376
000560,2024-11-01,2025-05-07 00:00:00,9600,11.34481355632625,3.26673,-77549.602140732,-0.7120507989152134,187,42229.27053545199,我爱我家,房产服务,0.00099995183725905
600610,2021-05-07,2022-05-06 00:00:00,7600,23.392399269713156,13.23675,-77182.93444981998,-0.4341431228416993,364,66516.44999999998,中毅达,化工原料,0.0009952238951282106
603999,2025-05-07,2025-11-03 00:00:00,10200,14.43335624083294,6.86834313165,-77163.13371366599,-0.5241340255831146,180,68326.65513273599,读者传媒,出版业,0.0009949685774740939
002297,2021-11-02,2022-05-06 00:00:00,3300,29.815543333333334,6.44355,-77127.57800000001,-0.7838862123704381,185,64036.973,博云新材,航空,0.0009945101096003215
002767,2023-05-05,2023-11-01 00:00:00,5300,29.47934015819245,14.96014671816,-76951.72523217199,-0.49252097781427095,180,88451.62145820001,先锋电子,电器仪表,0.0009922426021802626
300164,2018-11-01,2019-05-07 00:00:00,1900,46.763422765006304,6.283189281239999,-76912.44361915598,-0.8656388067910676,187,74455.91266112999,通源石油,石油开采,0.0009917360912502055
600629,2014-05-06,2014-11-03 00:00:00,3600,28.276469208209438,6.95021766516,-76774.50555497798,-0.7542048968708526,181,67021.480009484,华建集团,建筑工程,0.0009899574693502191
300143,2020-11-03,2021-05-07 00:00:00,4800,32.89441547392,16.99004342952,-76340.98581311999,-0.4834976337247767,185,83045.38443801599,盈康生命,医疗保健,0.0009843675133685973
002488,2024-11-01,2025-05-07 00:00:00,2900,40.63736172496,14.32930177458,-76293.373856102,-0.6473860219675935,187,83743.878524306,金固股份,汽车配件,0.000983753588053942
002741,2024-11-01,2025-05-07 00:00:00,2600,45.03935350992,15.72510621294,-76217.042972148,-0.650858527321523,187,82898.264921472,光华科技,化工原料,0.000982769350797497
300251,2018-05-03,2018-11-01 00:00:00,4000,25.753192690225,6.70434846048,-76195.37691898001,-0.7396692308746351,182,67881.484725054,光线传媒,影视音像,0.0009824899810899365
002785,2025-11-03,2026-05-07 00:00:00,2500,83.959764544656,53.56638,-75983.46136163999,-0.3619994018502821,185,91591.5,万里石,其他建材,0.0009797574673818536
300368,2023-05-05,2023-11-01 00:00:00,10400,14.49257466965,7.212779999999999,-75709.86456436002,-0.5023120346514531,180,82118.24056436,汇金股份,IT设备,0.0009762296140782117
000629,2018-11-01,2019-05-07 00:00:00,3700,23.713130479416762,3.38661,-75208.12577384201,-0.8571841873455042,187,39809.315382837005,钒钛股份,小金属,0.0009697600176966321
002180,2016-11-01,2017-05-03 00:00:00,2100,60.50874875855334,24.75090490941,-75091.47208320102,-0.5909532849840778,183,71649.899779458,奔图科技,IT设备,0.0009682558439928415
601155,2021-05-07,2021-11-02 00:00:00,1500,81.60360374032534,31.59837,-75007.850610488,-0.6127821744178032,179,63406.0221795,新城控股,区域地产,0.00096717759932149
601991,2024-05-07,2024-11-01 00:00:00,22400,6.207224515992501,2.8646029296,-74874.72353519202,-0.5385050239089079,178,67955.632256512,大唐发电,火力发电,0.0009654610120037424
300579,2023-05-05,2023-11-01 00:00:00,2100,62.524342785666676,26.87675879754,-74859.92637506602,-0.5701392833560286,180,66719.771118,数字认证,软件服务,0.0009652702122182404
000831,2015-05-05,2015-11-03 00:00:00,1800,59.43167196188444,17.8635052134,-74822.700147272,-0.6994278534708485,182,64419.52494978,中国稀土,小金属,0.0009647902041479309
600995,2021-11-02,2022-05-06 00:00:00,1900,51.57729914495052,12.21187917672,-74794.297939638,-0.7632315111654008,185,39683.504532672,南网储能,水力发电,0.0009644239760961828
600771,2018-05-03,2018-11-01 00:00:00,1100,90.89237947608001,23.0718572478,-74602.57445110801,-0.7461629084771426,182,66290.22399999999,广誉远,中成药,0.0009619518260230804
300132,2018-11-01,2019-05-07 00:00:00,1200,74.5537671879,12.5024898951,-74461.53275135999,-0.8323023722786588,187,74872.84080276,青松股份,化工原料,0.0009601331847547831
600688,2024-11-01,2025-05-07 00:00:00,11700,9.262992449308888,2.90729178801,-74361.69773719698,-0.6861390307808236,187,67733.10331787998,上海石化,石油加工,0.0009588458769791234
600326,2017-05-03,2017-11-01 00:00:00,7700,16.835300017899996,7.236728717309999,-73908.99901454298,-0.5701455448007695,182,59140.820994254995,西藏天路,水泥,0.0009530086204755863
600812,2024-11-01,2025-05-07 00:00:00,6100,18.101512937048525,5.98627511262,-73902.950729014,-0.6692942112939169,187,61985.169229984,华北制药,化学制药,0.0009529306317553348
600026,2019-05-07,2019-11-01 00:00:00,7200,15.40869772553222,5.1512122513800005,-73853.89541389598,-0.6656945094818467,178,61987.30537999999,中远海能,水运,0.0009522980952738379
000703,2018-11-01,2019-05-07 00:00:00,1600,55.48256473447187,9.45269729055,-73647.787910275,-0.8296276075954913,187,39805.90135521999,恒逸石化,化纤,0.0009496404726525811
002241,2012-08-01,2012-11-01 00:00:00,2400,40.266051739246656,9.58187280573,-73642.02944043998,-0.7620359486005749,92,39534.9066112,歌尔股份,元器件,0.0009495662209177897
002077,2015-05-05,2015-11-03 00:00:00,3900,30.265965463066664,11.3886,-73621.72530595999,-0.6237159520353837,182,66558.33939955199,大港股份,半导体,0.0009493044122686572
002638,2021-05-07,2021-08-03 00:00:00,35100,3.963902962962963,1.86813,-73561.631,-0.5287144974397662,88,74484.41,勤上股份,家用电器,0.0009485295351578185
002190,2015-11-03,2016-05-04 00:00:00,700,139.4214169634,34.8094601955,-73228.36973752998,-0.7503291750030201,183,37443.2274216,成飞集成,汽车配件,0.0009442323472613622
002353,2019-11-01,2020-05-07 00:00:00,1700,66.52789529680412,23.4699689376,-73198.47481064699,-0.6472161214045282,188,48407.90475521,杰瑞股份,化工机械,0.000943846871562762
603615,2026-05-07,2018-10-18,5400,20.86763935256,7.31721384,-73172.297767824,-0.6493511452649128,-2758,112685.25250382401,茶花股份,家居用品,0.0009435093355684784
002313,2017-11-01,2018-05-03 00:00:00,2700,54.07865112983667,27.10704475107,-72823.33722267002,-0.49874776488065364,183,73971.44530776,日海智能,通信设备,0.0009390097156010619
600550,2022-05-06,2022-11-01 00:00:00,3900,23.412834961669997,4.77522,-72686.69835051299,-0.7960426403800442,179,39109.57544694199,保变电气,电气设备,0.0009372478459398034
300074,2019-11-01,2020-05-07 00:00:00,11200,11.003272704709998,4.515479999999999,-72663.27829275199,-0.5896239127048875,188,50562.511999999995,华平股份,软件服务,0.0009369458594802942
300085,2023-05-05,2023-11-01 00:00:00,4900,26.722211378719997,11.95803,-72344.48875572799,-0.5525059722593664,180,68325.257,银之杰,软件服务,0.0009328352751001497
000928,2011-05-04,2012-05-03 00:00:00,7300,14.704340411034245,4.824104067,-72125.72531144999,-0.6719265242676267,365,38327.360296225,中钢国际,建筑工程,0.0009300144623300994
000877,2019-05-07,2019-11-01 00:00:00,4700,24.152780682668936,8.8415940555,-71962.577147694,-0.6339305949213387,178,74566.5569649,天山股份,水泥,0.0009279107725420179
000524,2016-05-04,2017-05-03 00:00:00,2700,39.07109791028889,12.49147753848,-71764.97500388401,-0.6802885455852388,364,39495.064108499995,岭南控股,旅游服务,0.000925362821020738
002395,2016-05-04,2016-11-01 00:00:00,1800,54.67018901677666,14.88945340224,-71605.324106166,-0.7276494983825488,181,67389.818093598,双象股份,塑料,0.0009233042262106257
600962,2021-11-02,2023-05-05 00:00:00,4100,28.888186352635362,11.42856,-71584.46804580498,-0.6043863792453896,549,93669.576,国投中鲁,软饮料,0.0009230353008351205
600519,2012-05-03,2012-08-01 00:00:00,200,505.0318375101999,147.33015831405,-71540.33583922999,-0.7082755038961788,90,85993.78237449999,贵州茅台,白酒,0.000922466244646194
600787,2021-05-07,2021-08-03 00:00:00,13400,10.234437213298804,4.90163422923,-71459.55998652197,-0.5210646050121123,88,72895.76829334798,中储股份,仓储物流,0.0009214246923997367
002213,2020-05-07,2022-05-06 00:00:00,3000,33.016129686540005,9.25779661632,-71274.99921066001,-0.7195977631474408,729,112748.63599999998,大为股份,半导体,0.000919044900862261
002609,2025-05-07,2025-11-03 00:00:00,5900,21.827463494616442,9.7513923465,-71248.81977388701,-0.5532512355865309,180,66509.09108543699,捷顺科技,软件服务,0.0009187073339995444
000661,2018-11-01,2019-05-07 00:00:00,100,847.78392915216,136.12735859778,-71165.657055438,-0.8394315415557401,187,76439.43034728,长春高新,生物制药,0.0009176350046669757
002383,2022-05-06,2022-11-01 00:00:00,2800,32.384558505942486,6.98301,-71124.33581663897,-0.7843722341090852,179,74420.52381663898,合众思壮,通信设备,0.0009171021940849184
000603,2018-05-03,2018-11-01 00:00:00,3800,26.370711325906317,7.66882380969,-71067.172561622,-0.7091916211544804,182,61759.78607798998,盛达资源,铅锌,0.0009163651109755275
300223,2020-05-07,2020-11-03 00:00:00,500,215.190006105074,73.13656567455,-71026.720215262,-0.6601302867251255,180,57879.643633812,北京君正,半导体,0.0009158435041980908
603899,2019-11-01,2020-05-07 00:00:00,1100,110.705163569,46.17198915264,-70986.49185799599,-0.5829283145960753,188,73321.8933447,晨光股份,文教休闲,0.000915324785614789
300448,2024-11-01,2025-05-07 00:00:00,5000,20.47525063584,6.28848833688,-70933.81149479999,-0.6928736820504364,187,68584.98366720001,浩云科技,软件服务,0.0009146455064887694
000025,2015-11-03,2016-11-01 00:00:00,500,187.18891922931198,45.33570179712,-70926.60871609599,-0.7578077699055337,364,38224.707480959994,特力A,综合类,0.0009145526313275872
600133,2010-11-02,2011-05-04 00:00:00,4000,25.23944249827,7.51315936995,-70905.13251328001,-0.7023246701877437,183,39396.72737,东湖高新,环境保护,0.000914275709617219
600722,2013-02-01,2013-05-03 00:00:00,56500,6.156149999999999,4.90509,-70684.88999999994,-0.20322116907482746,91,347822.475,金牛化工,化工原料,0.0009114358252113998
600516,2011-02-01,2011-05-04 00:00:00,26600,7.284492716854737,4.62795952788,-70663.782826728,-0.36468334752097353,92,125940.44174712,方大炭素,矿物制品,0.000911163661897727
300168,2018-05-03,2018-11-01 00:00:00,2200,43.15494713985,11.05066735092,-70629.415535646,-0.7439304625931142,182,41951.729771952,万达信息,软件服务,0.0009107205179626144
688428,2025-08-01,2025-11-03 00:00:00,12100,30.130099999999995,24.29568,-70596.48199999993,-0.193640910584432,94,364574.20999999996,诺诚健华,生物制药,0.0009102958613742162
600893,2020-05-07,2020-11-03 00:00:00,2200,69.752119739575,37.671858432,-70576.57487666499,-0.4599180846022911,180,76380.20069179498,航发动力,航空,0.0009100391719263814
600346,2018-11-01,2019-05-07 00:00:00,1700,51.23975075042354,9.77652756612,-70487.47941331602,-0.8092003293743737,187,67813.05293763001,恒力石化,石油加工,0.0009088903436950569
000995,2024-11-01,2025-05-07 00:00:00,2400,42.19214999999999,12.96702,-70140.31199999998,-0.6926674748738806,187,38126.08799999999,皇台酒业,白酒,0.0009044138450000428
000837,2017-05-03,2017-11-01 00:00:00,6900,17.44954634539058,7.32284971011,-69874.206783436,-0.5803415421143954,182,61941.726798952004,秦川机床,机床制造,0.0009009825907722716
600460,2021-11-02,2022-05-06 00:00:00,500,180.01716753019997,40.40006575374,-69808.55088822999,-0.775576594676936,185,92234.54275035,士兰微,半导体,0.0009001360005741814
600055,2020-05-07,2020-11-03 00:00:00,3700,30.558694234446754,11.6932179771,-69802.262152183,-0.6173521719419861,180,59133.154453373005,万东医疗,医疗保健,0.0009000549114004057
300497,2026-05-07,2018-10-18,5700,19.90989,7.67905956,-69715.733508,-0.6143092925174374,-2758,113486.373,富祥股份,化学制药,0.000898939180637928
300132,2025-05-07,2025-11-03 00:00:00,11500,13.214953532650433,7.15284,-69714.30562547999,-0.4587313544215389,180,74872.84080276,青松股份,化工原料,0.0008989207690186564
600527,2026-05-07,2018-10-18,35700,3.21081786025,1.26602247,-69429.195431925,-0.6057009381711159,-2758,114626.19761092501,江南高纤,化纤,0.0008952444579352131
600038,2011-05-04,2011-11-01 00:00:00,1700,59.804399311127064,19.0801358649,-69231.24785858601,-0.680957653873634,181,38429.0758852,中直股份,航空,0.0008926920523241296
002204,2015-05-05,2015-11-03 00:00:00,8500,12.397504998702352,4.279096979639999,-69006.46816203001,-0.6548420847510936,182,67449.68832602,大连重工,专用机械,0.000889793663881829
000766,2022-05-06,2022-11-01 00:00:00,3900,23.133366666666667,5.46453,-68908.463,-0.7637814642918382,179,74136.062,通化金马,化学制药,0.0008885299508629675
600071,2025-11-03,2026-05-07 00:00:00,4300,36.09353237443442,20.06991,-68901.576210068,-0.4439471927603347,185,93231.138,凤凰光学,元器件,0.0008884411501721164
600416,2013-11-01,2014-05-06 00:00:00,4300,24.643848172897442,8.63456889789,-68839.900882532,-0.6496257874455647,186,38894.79578985,湘电股份,电气设备,0.0008876458868131729
600803,2018-11-01,2019-05-07 00:00:00,1700,48.66256931182705,8.21142174861,-68766.95085746898,-0.8312579490821443,187,33274.267401375,新奥股份,供气供热,0.0008867052435400136
300492,2021-05-07,2021-11-02 00:00:00,1600,69.09245609078313,26.13030488865,-68739.441923413,-0.6218066867630755,179,63584.906793408,华图山鼎,文教休闲,0.000886350533671865
000818,2018-05-03,2018-08-01 00:00:00,3100,33.424335873315485,11.25233325315,-68733.20812251301,-0.6633490850559167,90,41893.541127437995,航锦科技,化工原料,0.0008862701528511905
300779,2025-08-01,2025-11-03 00:00:00,3000,132.42299760956934,109.56571821639,-68571.83817953803,-0.17260808021104335,94,366645.96194226,惠城环保,环境保护,0.0008841893920671003
000665,2012-11-01,2013-05-03 00:00:00,2200,38.27466795607,7.19003670606,-68386.188750022,-0.8121463335929546,183,32760.662668734003,湖北广电,影视音像,0.0008817955630466271
000670,2014-11-03,2015-05-05 00:00:00,4900,27.60860142857143,13.65633,-68366.13,-0.5053595874701782,183,469143.67500000005,盈方微,元器件,0.0008815369184709757
603986,2020-05-07,2020-08-03 00:00:00,300,390.41053139087995,162.603629604,-68342.07053606398,-0.5835060365182596,88,69467.693078784,兆易创新,半导体,0.0008812266872834239
002133,2017-05-03,2017-11-01 00:00:00,11300,10.469093781872388,4.42610188758,-68285.808405504,-0.5772220614506335,182,58770.917499293995,广宇集团,全国地产,0.0008805012235896261
600478,2015-11-03,2016-05-04 00:00:00,2200,42.041360388754995,11.17378058445,-67908.67556947099,-0.7342193382629287,183,93968.87499999999,科力远,电气设备,0.0008756383401979413
000839,2024-11-01,2025-05-07 00:00:00,9000,10.251523301352666,2.71728,-67808.18971217399,-0.734938904187882,187,34144.11,国安股份,综合类,0.0008743426402220687
300059,2018-05-03,2018-11-01 00:00:00,7500,13.893934184797333,4.85737655121,-67774.18225190499,-0.6503958859597223,182,87634.10110454998,东方财富,证券,0.0008739041360719792
600843,2014-05-06,2014-11-03 00:00:00,1900,49.134464417986315,13.52548489608,-67657.06109162199,-0.7247250976215216,181,37409.174644841994,上工申贝,纺织机械,0.0008723939346502573
600570,2023-05-05,2023-11-01 00:00:00,1500,75.172596995496,30.1776928992,-67492.356144444,-0.5985546049312609,180,68219.39604479999,恒生电子,软件服务,0.000870270171149351
603707,2020-08-03,2020-11-03 00:00:00,3600,41.196737742159996,22.48130163456,-67375.56998735998,-0.454294129421975,92,97504.80195456,健友股份,生物制药,0.0008687642893766675
600538,2021-05-07,2022-05-06 00:00:00,8600,13.812636046511626,5.994,-67240.26999999999,-0.5660495230732021,364,64134.07,国发股份,医药商业,0.000867019683766748
300659,2021-11-02,2022-05-06 00:00:00,1000,85.57615215148998,18.43188051915,-67144.27163233998,-0.7846142873248002,185,50530.270881089986,中孚信息,IT设备,0.0008657818470601032
300222,2016-05-04,2016-11-01 00:00:00,1300,72.47503918347,20.83258579077,-67135.18941051001,-0.7125550254890864,181,62317.0214667,科大智能,电气设备,0.0008656647376984228
600801,2008-08-01,2008-11-03 00:00:00,23000,4.302419550124347,1.38541365954,-67091.13548343998,-0.677991966287909,94,73503.04433471999,华新建材,水泥,0.0008650966908729574
000915,2012-08-01,2012-11-01 00:00:00,2500,35.7548042499648,8.924771694599999,-67075.081388412,-0.750389580314685,92,39796.11139504,华特达因,化学制药,0.0008648896837268777
600990,2015-05-05,2015-11-03 00:00:00,1500,80.6852637591,35.968941054,-67074.48405765,-0.554206810782802,182,65101.4105742,四创电子,通信设备,0.0008648819815340048
300402,2020-11-03,2021-05-07 00:00:00,4200,29.018905623326667,13.07503555632,-66964.254281428,-0.549430439381914,185,82716.93407577601,宝色股份,专用机械,0.0008634606400414486
600111,2017-05-03,2017-11-01 00:00:00,5300,26.572901632258112,13.956170859,-66868.673098268,-0.4747968794624243,182,58267.584038664,北方稀土,小金属,0.0008622281826584334
600313,2022-05-06,2022-08-02 00:00:00,1800,48.23271225939833,11.11934587365,-66804.059494347,-0.7694646360783215,88,38385.93469711,农发种业,种植业,0.0008613950321306528
600503,2015-11-03,2017-11-01 00:00:00,2500,33.7204167712412,7.00334420544,-66792.681414503,-0.7923114576859894,729,83855.77199999998,华丽家族,区域地产,0.0008612483191684914
002158,2023-11-01,2024-05-07 00:00:00,1500,64.09237550716,19.6505253045,-66662.77530399,-0.6934030740941289,188,63762.54758874,汉钟精机,工程机械,0.0008595732641031809
002456,2017-11-01,2018-05-03 00:00:00,3100,39.10843257611613,17.60821623792,-66650.670648408,-0.5497590908648817,183,72267.48520992,欧菲光,元器件,0.0008594171824179824
000958,2019-05-07,2020-05-07 00:00:00,6700,13.893248725923732,3.9502312146,-66618.217325869,-0.715672605268401,366,39555.640893769,电投产融,新型电力,0.0008589987178662347
000960,2010-11-02,2011-05-04 00:00:00,1100,86.33986190648001,25.8588495657,-66529.11357485801,-0.700499294361748,183,58948.55494528,锡业股份,小金属,0.0008578497827708821
603288,2018-11-01,2019-05-07 00:00:00,500,173.78035666992,40.90135182588,-66439.50242202,-0.7646376575025197,187,76766.3989092,海天味业,食品,0.0008566943050579642
600853,2022-05-06,2022-11-01 00:00:00,5200,15.560150228700001,2.79951000768,-66355.329149304,-0.8200846414376881,179,64575.99656508,龙建股份,建筑工程,0.0008556089452833554
300276,2018-05-03,2019-05-07 00:00:00,7400,13.685654670796213,4.7596627728000005,-66052.34004517196,-0.6522151926749522,369,58980.34552409999,三丰智能,专用机械,0.0008517020972405183
000881,2021-05-07,2021-11-02 00:00:00,5800,20.183249381985345,8.8063310538,-65986.126303475,-0.5636812047885544,179,64175.24424511199,中广核技,化工原料,0.0008508483139736292
002468,2016-05-04,2017-05-03 00:00:00,1100,83.94101452190999,24.413682948930003,-65480.06473027799,-0.7091566847508421,364,61996.23493163099,申通快递,仓储物流,0.0008443229781122506
000736,2018-11-01,2019-05-07 00:00:00,2500,32.462826444048,6.2738095104000005,-65472.54233411999,-0.8067386547128494,187,33169.66547895,中交发展,全国地产,0.0008442259816912357
300120,2018-11-01,2019-05-07 00:00:00,2600,31.236750415639996,6.07871119401,-65410.90197623798,-0.80539873344295,187,66870.90531121,经纬辉开,元器件,0.0008434311692433064
002161,2015-05-05,2015-11-03 00:00:00,4400,29.253459443845,14.41005104448,-65310.996957206,-0.5074069420014558,182,67151.17809399999,远望谷,通信设备,0.0008421429588002516
600088,2023-05-05,2023-11-01 00:00:00,5000,25.158588133078396,12.11760290736,-65204.92612859198,-0.5183512348442227,180,68627.91775839998,中视传媒,影视音像,0.0008407752442404825
000582,2013-05-03,2013-11-01 00:00:00,4900,20.03576743923857,6.73036236054,-65196.484885622995,-0.6640826271840687,182,34419.175959167995,北部湾港,港口,0.0008406663998856105
600389,2018-11-01,2019-05-07 00:00:00,1300,60.81266139871998,10.70843393691,-65135.49570035298,-0.8239111117551682,187,34715.845987822984,江山股份,农药化肥,0.0008398799838862994
600111,2011-11-01,2012-11-01 00:00:00,900,91.74310512478222,19.38026018016,-65126.56045016,-0.7887551314749986,366,58267.584038664,北方稀土,小金属,0.0008397647696285832
300015,2019-11-01,2020-05-07 00:00:00,3800,32.57937112851474,15.47296708446,-65004.33536740799,-0.5250685771857193,188,83331.76051200001,爱尔眼科,医疗保健,0.0008381887564359531
601099,2019-05-07,2019-11-01 00:00:00,10900,9.288318039367338,3.34665,-64764.18162910398,-0.6396925701924013,178,61963.42662910399,太平洋,证券,0.0008350921296936787
000697,2012-11-01,2013-05-03 00:00:00,1200,63.63555876010666,9.73163456406,-64684.70903525599,-0.8470723797563195,183,65266.957291536,炼石航空,航空,0.0008340673821252021
002555,2014-02-10,2014-05-06 00:00:00,75700,5.8417100742,4.98859934706,-64580.482044497985,-0.14603784102668427,85,442217.45261694,三七互娱,互联网,0.0008327234426590613
000408,2015-05-05,2015-11-03 00:00:00,4200,26.997038201466665,11.69169428232,-64282.444460415994,-0.5669267793351929,182,67110.90802416,藏格矿业,农药化肥,0.0008288804412567562
002343,2025-05-07,2025-11-03 00:00:00,8800,15.386138555969998,8.08191,-64277.211292535976,-0.4747278551664851,180,62542.47999999999,慈文传媒,影视音像,0.0008288129629500743
000506,2016-05-04,2016-08-02 00:00:00,3800,24.68552125618526,7.78221,-64232.58277350399,-0.684745972376416,90,38313.356681599995,招金黄金,黄金,0.0008282375071338189
