code,buy_date,buy_price,shares,buy_technical_score,buy_trend_score,buy_momentum_score,break_ma20_date,break_ma60_date,break_ma120_date,technical_score_low,max_loss_after_ma60,holding_days
300011,2017-05-03,18.65895,3100,0.1987387598204535,0.0,0.4001806914188197,2017-05-03,2017-05-03,2017-05-03,0.1051433600544399,-0.7143461984731188,358
603588,2017-05-03,10.23959124,5600,0.8242747447028941,1.0,0.812937630485571,2017-05-05,2017-05-22,2017-05-31,0.1389056933552089,-0.574314507499813,358
300276,2017-05-03,6.03613416,9900,0.1487732084339434,0.0,0.1504400159171718,2017-05-03,2017-05-03,2017-05-03,0.099893463805597,-0.37363825591311906,358
300072,2017-05-03,28.9799716,1900,0.2525593577766996,0.0,0.5461856511175702,2017-05-03,2017-05-26,2017-05-31,0.0681500519149858,-0.6394626798046965,358
600807,2017-05-03,13.73,4300,0.3577927566959744,0.0,0.5259758746767933,2017-05-12,2017-05-12,2017-05-03,0.0834223389083836,-0.8601602330662782,358
300194,2017-05-03,7.70107464,7800,0.2678531920733481,0.0,0.4219459816169439,2017-05-03,2017-05-03,2017-05-03,0.1042451436954541,-0.6253049678271914,358
600191,2017-05-03,8.98462986,6600,0.1613775609307978,0.0,0.1357472008359612,2017-05-03,2017-05-03,2017-05-03,0.0841298426715492,-0.6113556958483318,358
600586,2017-05-03,4.4654913,13000,0.3145179228013547,0.0,0.5895201739502094,2017-05-03,2017-05-05,2017-05-08,0.1525707208550494,-0.43555155062109296,358
600111,2017-05-03,11.01177792,5300,0.2420384498624661,0.0,0.323413014445599,2017-05-03,2017-05-03,2017-05-03,0.1244281096228039,-0.1876616378402226,358
600258,2017-05-03,16.39789863,3400,0.264972026725028,0.0,0.4823203783996886,2017-05-03,2017-05-03,2017-05-23,0.1019166092951877,-0.15467946882898864,358
600963,2017-05-03,5.95513713,9600,0.2267765716090073,0.0,0.4315772911132767,2017-05-03,2017-05-03,2017-05-03,0.1367669091931778,-0.5261517411942451,358
600279,2017-05-03,6.83741184,8800,0.2561691879562556,0.0,0.597220093704742,2017-05-03,2017-05-03,2017-05-05,0.1316333948382228,-0.5018437122547236,358
600406,2017-05-03,7.96201162,7400,0.3375793476672791,0.0,0.4585978398752122,2017-06-08,2017-06-08,2017-06-08,0.1519073167801627,-0.07877512366654904,358
600326,2017-05-03,7.51760775,7700,0.8194460877776347,1.0,0.8847392266220373,2017-05-08,2017-05-12,2017-05-23,0.1125183668951289,-0.4716626908340622,358
300316,2017-08-01,10.73755496,29800,0.2946615022716385,0.0,0.6525150795168788,2017-08-29,2018-01-10,2018-02-01,0.0691252536823257,-0.22624339889758294,296
300456,2017-08-01,10.92527025,27700,0.1397528210213796,0.0,0.1513678024451577,2017-08-01,2017-08-01,2017-08-01,0.0991951711253743,-0.13826771653543302,296
