code,buy_date,buy_price,shares,buy_technical_score,buy_trend_score,buy_momentum_score,break_ma20_date,break_ma60_date,break_ma120_date,technical_score_low,max_loss_after_ma60,holding_days
600293,2017-11-01,9.05065779,8100,0.246592451955637,0.0,0.3486272162130316,2017-11-01,2017-11-01,2017-11-01,0.1161377218496002,-0.5889801508007297,235
300410,2017-11-01,20.53694656,3600,0.8471368690207184,1.0,0.6528972311808648,2017-11-17,2017-11-22,2017-11-23,0.0900131709284501,-0.5507941936232998,235
601600,2017-11-01,7.56385067,9700,0.4260434388008648,0.0,0.753478129336216,2018-02-26,2018-02-26,2018-02-26,0.0756301465101636,-0.5760197775030902,235
601003,2017-11-01,5.55629844,13200,0.8788483263224345,1.0,0.8394434843507752,2018-01-18,2018-01-18,2018-01-23,0.1158829317939312,-0.3107769423558897,235
600779,2017-11-01,41.0350194,1800,0.8695440790512478,1.0,0.9245278499097392,2017-11-20,2017-11-24,2018-02-02,0.0970627618214126,-0.3401895177366482,235
600490,2017-11-01,10.36550852,7100,0.2945986666302659,0.0,0.7259259322500313,2017-11-01,2017-11-16,2017-11-17,0.0642739235157548,-0.5851569933396765,235
300320,2017-11-01,12.68101888,5900,0.863167973736657,1.0,0.7466320884941198,2017-11-03,2017-11-16,2018-01-17,0.0699370104967078,-0.6867469879518072,235
601225,2017-11-01,4.58495204,16200,0.2648340055936296,0.0,0.4058594902543613,2017-11-01,2017-11-01,2017-12-07,0.1347261413485014,-0.07160804020100509,235
600303,2017-11-01,9.73031955,7500,0.2200869686476627,0.0,0.3084451302390932,2017-11-01,2017-11-01,2017-11-01,0.0887509763311055,-0.5862970409846406,235
601012,2017-11-01,9.09398817,7900,0.8804505261660706,1.0,0.8903696065267882,2017-11-24,2018-01-15,2018-02-08,0.0758387436103372,-0.4697569284390216,235
600231,2017-11-01,4.67650944,15400,0.2808233233819509,0.0,0.6984298989609654,2017-11-01,2017-11-03,2017-12-20,0.1157789277239858,-0.42013888888888895,235
601678,2017-11-01,5.61382363,13000,0.3035455832173713,0.0,0.5607254025775654,2017-11-01,2017-11-01,2017-11-14,0.1117756642089386,-0.3824572646932266,235
300015,2017-11-01,4.6693613,15800,0.8854429103451954,1.0,0.8061936696000271,2017-11-17,2018-06-19,2018-08-17,0.1676476517698096,0.4831507769595811,235
600280,2017-11-01,8.3404977,8700,0.3125545314047792,0.0,0.5559184639837633,2017-11-01,2017-11-02,2017-11-22,0.040693106090146,-0.6115339735661098,235
600516,2017-11-01,12.100105,6000,0.2140675725308069,0.0,0.4374711706217434,2017-11-02,2017-11-01,2017-11-20,0.125650156770867,-0.34052105911477626,235
603899,2017-11-01,19.71123,3700,0.8999210433305239,1.0,0.9261379067252512,2017-11-14,2018-01-19,2018-07-05,0.1888762732425772,0.00043478260869567187,235
603799,2017-11-01,38.2673616,1900,0.8435122872563541,1.0,0.8275467127329964,2017-11-13,2017-11-14,2018-06-04,0.0690530133290217,-0.5126647560672173,235
600276,2017-11-01,29.62153168,2500,0.9299922269246316,1.0,0.9435079227701098,2017-11-14,2017-12-07,2018-08-03,0.1171233460275585,-0.059115457597430976,235
600645,2017-11-01,28.4,2500,0.8961922451341161,1.0,0.7595966285077872,2018-01-19,2018-01-19,2018-01-19,0.0654579825423935,-0.4721830985915493,235
300122,2017-11-01,17.24487288,4100,0.3794663764505699,0.0,0.7781930800946241,2017-11-01,2017-12-26,2018-01-31,0.1259408733741152,-0.13688760806916422,235
600569,2017-11-01,3.89268212,18600,0.2695868922859986,0.0,0.5664284267929289,2017-11-01,2017-11-01,2018-02-09,0.1221587691240721,-0.268348623853211,235
600690,2017-11-01,13.84568757,5100,0.8777845696597474,1.0,0.83117935535507,2017-11-27,2018-02-07,2018-03-23,0.1301842822172776,-0.19170838837583282,235
603025,2017-11-01,11.336355,6600,0.857261722248588,1.0,0.8334037963783446,2017-11-17,2017-11-23,2017-12-07,0.1512378322676344,-0.2630004106258139,235
600580,2017-11-01,6.58560353,11200,0.8337067329257044,1.0,0.7063764307917981,2017-11-17,2017-11-27,2018-01-31,0.1365933474990636,-0.30832191472662196,235
300073,2017-11-01,27.13154704,2600,0.2710492501637798,0.0,0.497934566280703,2017-11-01,2017-11-01,2017-11-17,0.1037933120532801,-0.31682825484764543,235
600567,2017-11-01,4.36267539,16600,0.2771775784337753,0.0,0.5138503288288354,2017-11-01,2017-11-01,2017-11-20,0.1413728652642831,-0.33382472446569067,235
300227,2017-11-01,9.59687531,7800,0.337024620646648,0.0,0.6902710220350557,2017-11-01,2017-11-17,2017-11-23,0.1128605028700238,-0.5302830041666968,235
600809,2017-11-01,35.67977876,2000,0.8774529515905265,1.0,0.808845539735553,2017-11-17,2017-11-23,2018-02-06,0.1070738886485511,-0.37930030819507243,235
300308,2017-11-01,23.88181488,3000,0.308460466977246,0.0,0.5712263613482439,2017-11-01,2017-11-24,2017-11-29,0.0587784659687325,-0.20484265557626657,235
600703,2017-11-01,24.2324715,3000,0.8897316796304775,1.0,0.873922841212919,2017-11-17,2017-12-27,2018-01-15,0.1170691834098511,-0.4827015358297233,235
600619,2017-11-01,13.13379368,5700,0.2851202358498568,0.0,0.5528216822673095,2017-11-01,2017-11-03,2017-11-23,0.126357299253136,-0.35367545076282947,235
600966,2017-11-01,5.6248808,13000,0.2336252351520045,0.0,0.4243986850243776,2017-11-01,2017-11-01,2017-11-17,0.133157153209585,-0.46266233766233766,235
600682,2017-11-01,37.64079825,1900,0.3682395743694614,0.0,0.5607985812315381,2017-12-26,2017-12-11,2017-12-26,0.0027531916319731,-0.7795502607333786,235
600308,2017-11-01,4.0757944,18000,0.2956648916925504,0.0,0.5030959257140524,2017-11-01,2017-11-01,2017-11-17,0.1454343209927567,-0.3942400774680882,235
600985,2017-11-01,7.9219566,9200,0.3181402540663983,0.0,0.3938008751610404,2017-12-22,2017-12-22,2017-11-01,0.1096440052247101,-0.2776155527032299,235
600519,2017-11-01,512.33912661,100,0.8931115916121407,1.0,0.9299034007223828,2017-11-22,2018-02-07,2018-04-02,0.1670346277423557,0.02557101870529732,235
603027,2017-11-01,5.11060194,15000,0.2916846321735682,0.0,0.5764477096713659,2017-11-01,2017-11-14,2017-11-23,0.0972007319438076,-0.2909398731218734,235
300274,2017-11-01,13.06961621,5700,0.8609664941974867,1.0,0.8430928165711822,2017-11-23,2017-11-30,2018-01-16,0.0626996105403786,-0.7229913172790863,235
600638,2017-11-01,12.38408622,5700,0.2758323634899702,0.0,0.3943798653847336,2017-11-01,2017-11-01,2017-11-01,0.1109067063148752,-0.42384082093381936,235
600438,2017-11-01,8.38488015,9000,0.8555741114873816,1.0,0.8447021413797926,2017-11-03,2018-01-17,2018-02-05,0.0516301245753212,-0.49496735024888827,235
600787,2017-11-01,9.06919757,8100,0.8863105871165117,1.0,0.8189291701354908,2017-11-23,2018-01-30,2018-01-31,0.0903987566472104,-0.5379132136383704,235
300266,2017-11-01,18.1652046,4000,0.2472512307421512,0.0,0.3193834509509977,2017-11-01,2017-11-01,2017-11-01,0.0040889674091911,-0.8271420515681942,235
300323,2017-11-01,20.54500394,3500,0.9114935747349392,1.0,0.8970763399220014,2017-11-17,2017-11-22,2017-11-30,0.0884015030280216,-0.584423550127584,235
600410,2017-11-01,10.08521864,7300,0.2891233429867025,0.0,0.5630934829345091,2017-11-01,2017-11-17,2017-11-23,0.090574882437019,-0.4807257852369178,235
600345,2017-11-01,25.89211086,2800,0.3164116717240902,0.0,0.8501563939749195,2017-11-01,2017-12-05,2018-02-01,0.0930834041983182,-0.3402930127111312,235
300401,2017-11-01,18.37707348,4100,0.8723831187072565,1.0,0.8757888955351079,2017-11-17,2017-11-23,2017-12-27,0.093749911311041,-0.3976422817241737,235
603288,2017-11-01,21.18170418,3300,0.8923960493231682,1.0,0.8564142961913267,2017-11-23,2017-12-05,2018-08-06,0.2086026689704873,-0.030054097375275535,235
600395,2017-11-01,4.84186491,15000,0.2505241471320774,0.0,0.3409431193954886,2017-11-01,2017-11-01,2017-11-01,0.1606032268998388,-0.23950848310635742,235
600288,2017-11-01,10.52472405,6900,0.2684956130438368,0.0,0.4373382182452511,2017-11-01,2017-11-01,2017-11-01,0.0961915136303225,-0.4341954856289082,235
600331,2017-11-01,5.54,13300,0.1999285200104157,0.0,0.2796994516041763,2017-11-01,2017-11-01,2017-11-01,0.1052647713363645,-0.6299638989169676,235
600801,2017-11-01,6.48667998,11200,0.2556759161019782,0.0,0.4864945307957438,2017-11-01,2017-11-01,2018-01-15,0.175726573125966,-0.04134762633996936,235
601360,2017-11-01,8.2867725,8800,0.3616604267181047,0.0,0.5388681067206157,2017-12-21,2018-03-05,2017-11-01,0.0810579191222861,1.374288964732651,235
600171,2017-11-01,12.23727085,6200,0.2917098456091782,0.0,0.5560486540513052,2017-11-01,2017-11-02,2018-01-18,0.0947619663427662,-0.4116723991607981,235
603986,2017-11-01,57.83191232,1200,0.8299529035474709,1.0,0.9060392615751404,2018-03-02,2018-03-02,2018-05-03,0.074809499206914,-0.4064311100408031,235
300603,2018-02-01,12.00478276,6200,0.1186122232606967,0.0,0.2134332327453818,2018-02-01,2018-02-01,2018-02-01,0.0502829302251508,-0.3228130818753774,170
603660,2018-02-01,16.77311948,4800,0.2541402380341261,0.0,0.3520523290231285,2018-02-06,2018-02-01,2018-02-01,0.1179426141707036,-0.39927325194251817,170
603165,2018-02-01,18.16032372,4400,0.1929826935942286,0.0,0.1811658069382191,2018-02-01,2018-02-01,2018-02-01,0.0687456577425027,-0.5890927587495671,170
603337,2018-02-01,19.6437421,4000,0.261099578167929,0.0,0.4609187051787681,2018-02-01,2018-02-01,2018-02-06,0.124320255452562,-0.06572230960006353,170
300559,2018-05-03,9.692725,4400,0.7949900411508433,1.0,0.7059435355614315,2018-05-17,2018-06-01,2018-06-21,0.1723473937704139,-0.16987829944623412,114
600683,2018-05-03,4.84892808,8600,0.2459109382782963,0.0,0.3306852466229921,2018-05-03,2018-05-30,2018-05-03,0.1517354460150759,-0.36956521739130443,114
300470,2018-05-03,22.47442878,1900,0.8795150394636255,1.0,0.8461500072828136,2018-05-25,2018-06-15,2018-08-06,0.1330087440818794,-0.1779033042013538,114
300188,2018-05-03,17.71834099,2400,0.2846690448585932,0.0,0.6807085789451897,2018-05-03,2018-06-01,2018-06-14,0.0917290851865311,-0.30253627543489336,114
300601,2018-05-03,29.37166232,1300,0.8521031399267517,1.0,0.877864512687787,2018-06-01,2018-07-23,2018-07-25,0.0713702613259337,-0.32299610034465354,114
300571,2018-05-03,54.063432,800,0.8222154664831068,1.0,0.6462330882729721,2018-06-04,2018-06-19,2018-08-02,0.0901547499473298,-0.29549246984542155,114
300226,2018-05-03,28.09487626,1500,0.2513447003007485,0.0,0.5981013746673273,2018-05-03,2018-05-10,2018-06-11,0.118309885249498,-0.43503396444572917,114
300513,2018-05-03,17.45663821,2400,0.2423246120311004,0.0,0.427407201143251,2018-05-03,2018-05-03,2018-05-03,0.0948928659476685,-0.3453304374806081,114
300059,2018-05-03,5.95496505,7500,0.8184914665625662,1.0,0.7437826414199167,2018-05-17,2018-05-30,2018-06-19,0.1197019737198392,-0.3293729372937294,114
600771,2018-05-03,37.97439354,1100,0.8358669888871595,1.0,0.7526847220472186,2018-06-13,2018-06-19,2018-07-04,0.0794572677055255,-0.4646959141404632,114
300272,2018-05-03,6.75450538,6900,0.3607840490684096,0.0,0.8803464935157743,2018-05-25,2018-06-19,2018-08-06,0.1145429152719561,-0.4098155133899679,114
300168,2018-05-03,19.79756016,2200,0.8333355620129165,1.0,0.7667153510089841,2018-06-15,2018-06-20,2018-08-06,0.1069750385465342,-0.3237607663872859,114
300413,2018-05-03,19.61140538,2100,0.3015189945563522,0.0,0.5348001518098952,2018-05-03,2018-05-03,2018-06-25,0.119259708049858,-0.20688797163602357,114
300176,2018-05-03,38.15121985,1100,0.2794112029484129,0.0,0.4752842134854456,2018-05-17,2018-05-22,2018-07-17,0.21047584090115,-0.17464314578135298,114
300251,2018-05-03,10.490691,4000,0.2093457262838244,0.0,0.3591383692800385,2018-05-03,2018-05-03,2018-05-04,0.1014740046701896,-0.43637774861541534,114
603399,2018-05-03,17.9312617,2300,0.8476650796177787,1.0,0.7805449430357967,2018-05-29,2018-06-19,2018-06-20,0.0554471570109087,-0.4616260299184636,114
300409,2018-05-03,26.25703047,1600,0.3707437038652106,0.0,0.5691456795507019,2018-05-25,2018-05-25,2018-05-29,0.0883393149629303,-0.6041603481446545,114
600378,2018-05-03,10.3986555,4000,0.1787623635623161,0.0,0.165337908882625,2018-05-03,2018-05-03,2018-05-03,0.0756763755992223,-0.2692186831268716,114
300182,2018-05-03,9.73322694,4400,0.2340960095906973,0.0,0.4061343634251036,2018-05-03,2018-05-03,2018-05-11,0.0950451146637915,-0.5417642691890219,114
603939,2018-05-03,17.71658356,2300,0.8932074289308326,1.0,0.7906400838758261,2018-05-10,2018-07-06,2018-08-02,0.154994033615184,-0.1707965212227408,114
300047,2018-05-03,9.6750067,4700,0.2673167407584385,0.0,0.7079835612693836,2018-05-03,2018-05-30,2018-06-21,0.1088080697620629,-0.32365666992251285,114
300316,2018-05-03,18.5179758,2400,0.7846721476634833,1.0,0.7266083367756446,2018-05-17,2018-05-25,2018-05-31,0.0691252536823257,-0.5513411336243348,114
300523,2018-05-03,41.2795042,1000,0.3204521262217283,0.0,0.7640284480267437,2018-05-03,2018-06-04,2018-06-21,0.1627895494596657,-0.15184301535288314,114
600727,2018-05-03,8.80384756,4600,0.3054181994040128,0.0,0.5927134334084513,2018-05-03,2018-05-30,2018-05-30,0.1175351757325079,-0.44572025052192066,114
300121,2018-05-03,11.28831815,3800,0.8234234453855517,1.0,0.6680840462538977,2018-05-28,2018-06-04,2018-06-19,0.1265290477841769,-0.3148545339324973,114
300423,2018-05-03,11.8110399,3600,0.8686609199671796,1.0,0.8499615275652901,2018-05-17,2018-06-21,2018-09-05,0.1964921408813957,-0.15732348681677055,114
600673,2018-05-03,8.88051978,4900,0.2557152943582105,0.0,0.5565507581834082,2018-05-03,2018-05-23,2018-07-05,0.1691870977692019,-0.21525600835945657,114
601106,2018-05-03,3.78,11100,0.3617102276986904,0.0,0.6907776614928149,2018-05-11,2018-05-17,2018-05-14,0.1620821614274856,-0.3227513227513227,114
300080,2018-05-03,5.83,7200,0.3324362164510187,0.0,0.4414540548367291,2018-06-26,2018-05-22,2018-05-03,0.1452527188327188,-0.3190394511149228,114
300428,2018-05-03,13.72179225,3100,0.2132055858332756,0.0,0.3977925441541902,2018-05-03,2018-05-30,2018-05-03,0.0665721593880339,-0.451656524678837,114
300572,2018-05-03,30.13509266,1400,0.3074069780985236,0.0,0.6618784187332231,2018-05-03,2018-06-11,2018-08-06,0.1513599952623422,-0.19855253566026365,114
300618,2018-05-03,104.13159455,300,0.1484742826472631,0.0,0.2944310553583456,2018-05-03,2018-05-03,2018-05-03,0.0671482833954632,-0.46188753699440976,114
300554,2018-05-03,50.95389897,800,0.7529219212357255,1.0,0.7296549115888972,2018-05-21,2018-05-30,2018-06-04,0.0576108534685808,-0.6568547225346905,114
300003,2018-05-03,32.5455152,1200,0.8763039427303969,1.0,0.8890695670575086,2018-05-30,2018-06-14,2018-08-01,0.1206336130288231,-0.28319194652048396,114
600566,2018-05-03,34.52479768,1100,0.8495864022741542,1.0,0.8099280942486992,2018-05-29,2018-06-11,2018-07-05,0.1420443114554054,-0.31574108561148273,114
600641,2018-05-03,9.80774592,4300,0.3139659112564287,0.0,0.5868825557201975,2018-08-09,2018-08-09,2018-08-09,0.1277680491890552,-0.335796103086651,114
600436,2018-05-03,87.92096316,400,0.8747427246944882,1.0,0.8254064368570208,2018-06-01,2018-08-01,2018-08-06,0.1547322646859716,-0.14167089351981577,114
300347,2018-05-03,36.13057336,1000,0.8356360851066635,1.0,0.8183746311102505,2018-05-11,2018-07-05,2018-08-17,0.1110236348267489,-0.2883264557194395,114
300383,2018-05-03,15.623451,2800,0.2177745486831557,0.0,0.5071156291678025,2018-05-03,2018-05-28,2018-05-30,0.1188901621609321,-0.2604884157795867,114
300398,2018-05-03,18.89411103,2100,0.7854515774072508,1.0,0.6199536225174533,2018-05-04,2018-05-14,2018-05-28,0.118986805480316,-0.3976107400910093,114
600248,2018-05-03,4.28657152,9900,0.2565255392216056,0.0,0.3113563713932367,2018-05-03,2018-05-03,2018-05-03,0.141537435647081,-0.21935332598859802,114
300434,2018-05-03,11.06706146,3800,0.1389780401927099,0.0,0.2006096649665905,2018-05-03,2018-05-03,2018-05-03,0.1386649318106672,-0.07479750275101482,114
603638,2018-05-03,8.883732,4800,0.8444555265906574,1.0,0.8830813193700082,2018-05-30,2018-06-15,2018-10-12,0.1917214944208122,-0.19838567845135358,114
300584,2018-05-03,41.3272656,1000,0.8069156178507162,1.0,0.8858689867892502,2018-06-15,2018-06-19,2018-07-30,0.0809251048813374,-0.5074314909428703,114
603866,2018-05-03,13.51944258,3200,0.904366466061332,1.0,0.9564775281721868,2018-05-09,2018-06-19,2018-08-06,0.1601186692491487,-0.1736739400390278,114
300365,2018-05-03,13.73813901,3300,0.2663185742617076,0.0,0.6222514715143793,2018-05-03,2018-05-31,2018-06-13,0.1333816249968152,-0.1673819742489271,114
300276,2018-05-03,5.9171112,7400,0.8332682873626375,1.0,0.7584859647828192,2018-05-16,2018-05-23,2018-05-30,0.1446578538721941,-0.36103896103896105,114
600777,2018-05-03,3.25,13000,0.2921582338895656,0.0,0.3071941305256833,2018-05-10,2018-05-10,2018-05-03,0.0513328834462858,-0.43384615384615377,114
300427,2018-05-03,14.4750086,2800,0.232608593218837,0.0,0.4574944237498629,2018-05-03,2018-06-01,2018-06-04,0.1285214198730822,-0.35408688945442146,114
300107,2018-05-03,9.21553425,4600,0.8311789953174273,1.0,0.8440710757769503,2018-05-30,2018-07-05,2018-08-02,0.1662592513016092,-0.013934542102103209,114
300300,2018-05-03,12.70550459,3300,0.7914299555703633,1.0,0.5707636950263414,2018-05-16,2018-05-17,2018-05-30,0.1570559387503036,-0.23028742930075163,114
300094,2018-05-03,7.63678584,5500,0.3320685949062031,0.0,0.600036143013524,2018-05-03,2018-05-11,2018-06-19,0.1616389761007294,-0.33002130645056815,114
603369,2018-08-01,17.4453462,12000,0.2341213490044124,0.0,0.4601350280911332,2018-08-01,2018-08-01,2018-08-06,0.1747869811122943,-0.17277227722772281,51
600779,2018-08-01,47.940162,4400,0.3565042116795269,0.0,0.6685992465458038,2018-08-01,2018-08-06,2018-08-16,0.0970627618214126,-0.4352264404112778,51
300357,2018-08-01,20.854657,10200,0.2587935375797068,0.0,0.5518524514924699,2018-08-01,2018-08-01,2018-08-08,0.1737494949692335,-0.11367088607594944,51
